MONTH,OP_UNIQUE_CARRIER,dep_delay_mean,dep_delay_min,dep_delay_max,cancellation_rate
2,AA,13.301416537385277,-27.0,3403.0,1.3237735417024443
2,DL,11.354738557500491,-30.0,1222.0,0.2299076163907308
1,AA,13.000566705368497,-34.0,3298.0,3.731621564031536
1,DL,12.974121797202137,-30.0,1209.0,2.8005661415878174
4,AA,16.012784791399547,-28.0,2595.0,1.4320273276522288
4,DL,8.722957569970758,-30.0,1145.0,0.5107616287356868
3,DL,10.360750463689541,-32.0,1176.0,0.4923834436067087
3,AA,15.910971200905044,-27.0,3288.0,1.5205486090917901
